x,y
346.9946697245463,233.00712056114526
346.40510869407655,233.7954342403412
345.8039454129636,234.60078569325805
345.2071717208624,235.4018122380972
344.60443409490586,236.21245249319074
344.01651659116146,237.00475334629417
343.4125937252045,237.8202990322113
342.8234909814596,238.61750531613828
342.2288944722116,239.42386206993461
341.63900099754335,240.22558508872984
341.04393260717393,241.03614442586897
340.45372802734374,241.84191162109377
339.86838725805285,242.64288667440414
339.2782768906057,243.4522987008989
338.6931938117743,244.2567575162649
338.1036707930565,245.06932850408555
337.51934124314784,245.87678254926206
336.9309068158567,246.69201864156128
336.3478347396851,247.5019713973999
335.76099825286866,248.31937075042725
335.17969570159914,249.13131771087646
334.5949746106565,249.95037049397828
334.0159617418051,250.76379916608332
333.43388160848616,251.5839875617027
332.85768668591976,252.39837746560573
332.2873769741059,253.20696887779235
331.70594057226185,254.0339983382225
331.13075146484374,254.85487255859377
330.5618096518516,255.6695915389061
329.99088682541253,256.48999999770524
329.42639638841155,257.30407084882256
328.8522586704194,258.1351221383512
328.28493163824083,258.9594630980491
327.7165693335533,259.78856173086166
327.15521091604234,260.6107596793175
326.60085638570786,261.4260569434166
326.0384015363455,262.25681047856807
325.47589498504993,263.091352609247
324.920988137722,263.91840701818467
324.36643490600585,264.7488506774902
323.80540262544156,265.59315322721005
323.259625507921,266.41868774446846
322.7079975837469,267.2574621671438
322.15797975957395,268.09838787019254
321.61660870969297,268.9307942098379
321.07067711400987,269.77516920614244
320.5338300355673,270.6105935462713
319.9933087056875,271.45711330831045
319.4623204444647,272.29424047219754
318.92856584310533,273.14156852483745
318.3927420477867,273.998410592556
317.86738084936144,274.8449442305565
317.340901602149,275.70005475366116
316.8253659286499,276.5443829574585
316.3096849684715,277.39632961797713
315.7946045058966,278.2551599401236
315.2808865379095,279.1201231549978
314.76930927419664,279.99045251989367
314.27070757615564,280.84799751508234
313.7753058122396,281.7098650382757
313.28391461753847,282.5752563991547
312.78814724862576,283.4599100726843
312.3075603728294,284.32960693883894
311.824888718009,285.2163084863424
311.35856487083436,286.0869031124115
310.8925341075659,286.97215959489347
310.4286446762085,287.8702569198608
309.9761858272552,288.7645674037933
309.53613032281396,289.65413261830804
309.1027557067871,290.55206600952147
308.6781047796011,291.45635487782954
308.26428519248964,292.3649226284027
307.85784967184065,293.2886410498619
307.4674281516075,294.21153206014634
307.095355260849,295.13129543113706
306.73520662069325,296.06921149969105
306.39997815847397,296.99752521276474
306.07818298339845,297.95745544433595
305.7842221236229,298.9198627448082
305.52393215179444,299.8789965438843
305.2994489955902,300.8477030086517
305.11770754241945,301.8341000595093
304.9927155666351,302.8243863277435
304.9393413710594,303.81886321783065
304.9806635451317,304.82469344854354
305.183939453125,305.804056640625
305.6454210972786,306.6779440140724
306.35198794603343,307.3834046006202
307.2141983509064,307.8904402256012
308.15657204866403,308.23212665796274
309.11836048126213,308.44664951324455
310.12616912126543,308.57476488351824
311.11139846801757,308.63085342407226
312.11170148468017,308.6343569717407
313.11165738344187,308.5949687981605
314.1102352811098,308.5205218864679
315.1102400207519,308.4164381408691
316.10314343941207,308.28807823431487
317.08088467073435,308.1405091042518
318.0837712368965,307.9699490151405
319.0601928791999,307.78728443002694
320.0373814868926,307.58976777076714
321.0119491596222,307.37952861976623
321.98062482118604,307.1586231255531
322.9589666177034,306.92445666086667
323.9262079930305,306.6828977799415
324.8990655994415,306.4306236362457
325.86599156811826,306.1713005508482
326.8351775074005,305.90337189674375
327.79469343614574,305.6307441849708
328.7532834435701,305.3515135074853
329.7096332579851,305.0665059953928
330.6624578137397,304.7765294213294
331.6218909206688,304.478806320101
332.57571783876415,304.1774221978187
333.53451776993273,303.8693196226358
334.485703597188,303.55881817114346
335.4281070790291,303.24665218210214
336.3729523840248,302.92935880747433
337.319677295953,302.60729144778844
338.2677269001007,302.28079891395566
339.21655358326433,301.9502254272699
340.1525285464525,301.6205453497171
341.1011205178499,301.28293441355225
342.0354588794708,300.94709809303276
342.98172303974627,300.60376539766787
343.9123706418276,300.26306404650205
344.85427230370044,299.91528856527805
345.79332949593663,299.56570858135814
346.72905301740764,299.2146315990984
347.66096096849435,298.8623605332374
348.6031518786251,298.5036257564127
349.5261655278206,298.14976052713394
350.4737212986946,297.7840609879494
351.401172516942,297.4238138777017
352.3379794025421,297.05768593788144
353.25347455263136,296.6977692437172
354.19321002867815,296.3262079438269
355.1107502865791,295.96141323328015
356.0525308704376,295.5849739170074
356.97124735653404,295.21584735453126
357.8981512684822,294.8415743012428
358.8332426062822,294.462154757142
359.76018857863545,294.08426277247065
360.6785729995072,293.70815995541216
361.6045899315178,293.32725945845243
362.52150013267993,292.948490820527
363.46264579212664,292.5580806366205
364.3774076008797,292.17706995248795
365.2992664767504,291.79159816038606
366.22822241973876,291.4016652603149
367.1468766181767,291.01461538663506
368.0723674632311,290.62326810133453
368.98704059040546,290.23512817537784
369.90829481136797,289.8428514744043
370.8182250764668,289.4541003462374
371.73448575019836,289.0613700199127
372.65707683256267,288.6646604954302
373.58599832355975,288.26397177278994
374.50285110473635,287.867276763916
375.40727010062335,287.474804949671
376.3361703722775,287.0705370723307
377.25239590883257,286.6706438469887
378.16502670729903,286.27121397266535
379.08338249757884,285.8681854559481
379.99790746763347,285.46576868787406
380.9180399968922,285.05982709375024
381.8244366383552,284.65892717599866
382.7362096245587,284.254647770077
383.6533589555025,283.8469888759851
384.57588463118674,283.43595049372317
385.4839880771935,283.03038521185516
386.39724152114985,282.62158271995185
387.30563463205846,282.2140391127244
388.2190663928986,281.80332828712466
389.127416341573,281.3940155645907
390.0454054623842,280.987063834399
390.9967516064644,280.71703598582747
391.95895940065384,280.44591146647934
392.93182857334614,280.1738409607113
393.90029072761536,279.9050862956047
394.849547624588,279.64370603132244
395.82399398088455,279.3775244873762
396.79389667510986,279.11476159477235
397.75925570726395,278.85541735351086
398.7200710773468,278.59949176359174
399.69079680740833,278.3431852535904
400.6568401455879,278.09040177524093
401.61820109188557,277.8411413285434
402.5891229659319,277.5917628745734
403.555221632123,277.34601340219376
404.53059750795364,277.1003593920469
405.5010072737932,276.8584418830573
406.4664509296417,276.62026087522503
407.44081193208694,276.38244609057904
408.4100618362427,276.148476896286
409.3879370242357,275.9150936731994
410.3605540394783,275.68566669929027
411.34150010347366,275.4570485838652
412.317038834095,275.2324989460707
413.2871702313423,275.0120177859068
414.2518942952156,274.79560510337353
415.2377815246582,274.57742052459713
416.217956840992,274.3635335892439
417.1924202442169,274.15394429731367
418.16117173433304,273.94865264880656
419.15016013383865,273.742286019206
420.1331236958504,273.5404524773359
421.1100624203682,273.34315202319624
422.0809763073921,273.1503846567869
423.0711758136749,272.95725805997847
424.0550292134285,272.7689062737226
425.03253650665283,272.5853292980194
426.01610727608204,272.4042657975852
426.9931681752205,272.22810032355784
427.98820562660694,272.0525605611503
428.9763994216919,271.88216996574397
429.95774956047535,271.71692853733896
430.94424422085285,271.55489200565216
431.93562680482864,271.39625343501564
432.9198236018419,271.2430214504897
433.90856201946735,271.09344798538086
434.90157920122147,270.9477308129072
435.89860916137695,270.80607006072995
436.88792449235916,270.6702137955427
437.8695251941681,270.54016201734544
438.8659679889679,270.4130943179131
439.85433316230774,270.29210422086715
440.8568060994148,270.17465071189406
441.850830078125,270.06355419921874
442.83640509843826,269.9588146828413
443.83514910936356,269.8583180874586
444.8250644803047,269.7644641608
445.8273811340332,269.67543077850337
446.82048112154007,269.59333201587197
447.825197994709,269.5166439779997
448.8203018307686,269.44718878924846
449.8057926297188,269.38496644961833
450.8018989562988,269.3289082565308
451.808007478714,269.27947568082806
452.80368518829346,269.23789124870297
453.8085306286812,269.20356028544904
454.80252385139465,269.17739453077314
455.804833650589,269.15912265348436
456.81480914354324,269.1492343777418
457.8130645751953,269.14816427612305
458.81810116767883,269.1561432986259
459.8109712600708,269.17327639579776
460.8097212910652,269.2001366966963
461.8136628270149,269.2372421787977
462.80451995134354,269.2841923722028
463.79963397979736,269.34209094047543
464.79829144477844,269.4114746966362
465.7997663617134,269.49288987147804
466.78671741485596,269.58523280143737
467.7918537259102,269.6921956824064
468.78146481513977,269.8108397402763
469.7713899612427,269.943398771286
470.7608531117439,270.0904566773176
471.74906569719315,270.2526067780256
472.73522663116455,270.43045181083676
473.71852231025696,270.6246039309502
474.68364334106445,270.8324306564331
475.65900135040283,271.0608576183319
476.6428940296173,271.31116563367846
477.6063423156738,271.57685601043704
478.5493462085724,271.85792874860766
479.03649881284684,272.528401328139
479.1052789658308,273.5292050808668
479.1734806583449,274.52825839679684
479.24110389038924,275.52556127592925
479.3081486619637,276.52111371826385
479.3746149730682,277.51491572380064
479.4416954302788,278.5249883913994
479.5069943029806,279.5152576972172
479.57288609563557,280.5217334341928
479.6370175299346,281.5084700402915
479.70172065803405,282.5113488466441
479.7658240995109,283.51241298529504
479.82932785436515,284.51166245624427
479.8922319225967,285.5090972594917
479.95453630420565,286.50471739503746
480.016240999192,287.49852286288143
480.0773460075557,288.4905136630237
480.1389263315126,289.49835502039645
480.1998853602409,290.5043163218498
480.25916989135743,291.4907983093262
480.3188972295448,292.49303248237817
480.37800327250363,293.4933865995109
480.4364880202338,294.49186066072434
480.4943514727354,295.48845466601847
480.55159363000837,296.4831686153933
480.60821449205275,297.47600250884886
480.66519096183777,298.4843247203827
480.7205583335086,299.4733655185625
480.77625932186095,300.4778280892894
480.83131702392546,301.4803440585658
