x,y
0.004725284576416015,0
1.0096149799227714,0
2.005759426169097,0
3.003196098841727,0
3.9923288452997805,0
5.004440138638019,0
6.003889133930206,0
7.002552154064178,0
8.004231099677272,0
8.995519691645168,0
10.00232627404097,0
11.005213396064939,0
11.996748625604086,0
12.998738310299814,0
13.992792847156524,0
15.00479970673041,0
16.001369676943288,0
16.994351865563658,0
17.997519525564275,0
19.009344756794164,0
19.993414980982777,0
20.99952333997935,0
22.009239996112882,0
23.002664650348017,0
23.99639279021125,0
25.00847740087658,0
25.999544072669813,0
27.00730281480122,0
27.99112551607599,0
28.99008592765778,0
30.004051333889947,0
30.990606213323773,0
31.990726965930662,0
33.0042964726733,0
34.009210650026795,0
35.004530349351114,0
36.00060512964956,0
37.00832831901964,0
37.99305599760555,0
39.00011473942468,0
39.994503220237675,0
40.99916307350613,0
42.00200948208534,0
43.00260511089175,0
44.00052271749359,0
45.00768277513038,0
45.99911069810099,0
46.99918952186766,0
48.007847050304406,0
48.999478892548936,0
49.99913031882198,0
51.00673441346735,0
51.9960881026322,0
52.99286643236876,0
53.99700750352349,0
55.008449416942895,0
56.00023066154972,0
56.99881772553083,0
58.00415346903668,0
59.00246035792537,0
60.00722430150955,0
61.00449584960937,0
62.00794276554137,0
63.00344892774149,0
64.0048584635224,0
64.99789370445069,0
65.99656977535051,0
67.00083831045777,0
67.99618623966592,0
68.99687467353709,0
70.002857289655,0
70.99939499355787,0
72.00098521022613,0
72.99274461397727,0
74.00423416743928,0
74.9906796588376,0
75.9967704799334,0
77.00755362013064,0
78.00779697567224,0
78.99725581734303,0
79.99101306054101,0
81.0044171550544,0
81.99126785416622,0
82.99768795591727,0
84.00825156184321,0
85.00727876931836,0
85.99454693000247,0
87.00136140565337,0
87.99622351740021,0
88.99479953943977,0
89.99705421313003,0
91.00295227982897,0
91.99640657362899,0
93.00942921349488,0
94.00982669122051,0
94.99740039032804,0
96.0044966204321,0
96.99859596154187,0
97.99588332508203,0
98.99632670490246,0
99.999894094853,0
101.00655348878354,0
101.99969560347964,0
102.99576775282621,0
103.99473947908264,0
104.99658032450824,0
106.0012598313624,0
107.00874754190446,0
108.00215264370367,0
108.99821471142059,0
109.99690478496116,0
110.9981939042313,0
112.00205310913698,0
113.00845343958412,0
114.00024495446588,0
114.99443668595923,0
115.99100112169981,0
117.00715373262348,0
117.99113805646542,0
118.99465553076182,0
120.00043565984815,0
121.00845093136013,0
122.00123764758283,0
122.99613041123841,0
123.99310310862151,0
124.99212962602672,0
125.99318384974868,0
126.99623966608196,0
128.0012709613212,0
129.00825162176102,0
129.9994390391308,0
130.9924580541678,0
132.00506492006934,0
133.00170443827687,0
134.00010082213666,0
135.00022930837753,0
136.00206513372825,0
137.0055835349176,0
137.99279577932612,0
138.99957609793694,0
140.00796514477406,0
140.99988917768968,0
141.99331765025855,0
143.00632992718369,0
144.00272318160881,0
145.00055006849055,0
145.99978712761316,0
147.0004108987609,0
148.002397921718,0
149.00572473626875,0
149.99209003243595,0
150.9980027521753,0
152.00518530941045,0
152.9952681860281,0
154.00489801214883,0
154.9973384283021,0
156.0093233808875,0
157.0040308694722,0
157.9998279837286,0
158.99669251996383,0
159.99460227448495,0
160.99353504359897,0
