x,y
261.126873176531,114.53911428408126
256.38823889438066,116.0932373052342
251.60575584281236,117.54772841249314
246.7741282208562,118.87069502528757
241.90102011009677,119.94200155805889
237.07656378857237,121.25399796747018
232.3012136324734,122.73080513083035
227.55141455841954,124.30798643062437
222.8210790313783,125.95591074005436
218.12056124906613,127.65354164982121
213.43745709075452,129.3947650234968
208.76891870302262,131.17402516576863
204.10926638812404,132.98925458827614
199.4696191617958,134.83335894334036
194.8290701750838,136.71314015461633
190.20340554572127,138.6216917291592
185.59402310271935,140.5585854210509
181.0026976858531,142.52404924042327
176.42037323802163,144.52398676791938
171.84310645581638,146.56352100430442
167.29901167297365,148.63480207443237
162.7769921875,150.749595703125
158.27427719858895,152.91974591416155
153.79818241213312,155.15847595082772
149.37022962942424,157.47225768551232
144.97010183153478,159.85000545692372
140.60460819053768,162.2862104244544
136.25927408602914,164.79130724267887
131.97596217116416,167.34274336859585
127.71188617925166,169.96759317343998
123.49410519733658,172.6512057618011
119.32144885035886,175.39548108803953
115.17957201944053,178.21143250639568
111.09370142818071,181.08302913377855
107.04924576603885,184.02116795077774
103.0449047699722,187.02786593759362
99.09181485980707,190.0953335471661
95.20046216444354,193.21501016712836
91.3442356347751,196.4082374724116
87.54580160793164,199.656205903468
83.80292140395254,202.95975063650266
80.10163131596846,206.3305590305734
76.46340938088862,209.7478792594536
72.86271370670704,213.23445450924572
69.32059801097103,216.7685993157886
65.83466579882315,220.35033785203234
62.402591454392535,223.97964951173168
59.02211916220325,227.65646977872
55.691061835609744,231.3806910905205
52.39635788916438,235.16489913140285
49.1657024077968,238.9752527111281
46.17780066905638,242.9795430862011
43.44179910856039,247.167837292172
40.8674497397793,251.44216515264648
38.401138053125884,255.79083382069444
36.02292937318806,260.19859047655996
33.730405671381185,264.64199902852334
31.51574199499653,269.12233965915533
29.378919202816483,273.6374693008065
27.317444305416007,278.20270248587707
25.352599448394777,282.79449525833127
23.495750915847314,287.43129923640583
21.77610090508976,292.13057346737344
20.292481785510482,296.9015768477991
19.188720988853206,301.7824367945291
18.36501895909458,306.7077886289283
17.745947283828258,311.6626217914224
17.28957232164238,316.6419883664353
16.971016489315033,321.64388742494583
16.775838063036396,326.64619692251773
16.69408418777138,331.63968666195126
16.720376804973636,336.6462823570793
16.853179716756554,341.6337588838136
17.096000862687916,346.63826827705304
17.453722577147744,351.6227355186538
17.936984919183942,356.5872649930571
18.56600109990984,361.547274526529
19.369875011909983,366.4878547772127
20.395643099803316,371.38345202568814
21.730166503573603,376.1996259624845
23.37106807466857,380.92332996555604
25.13466191574745,385.59884344691966
27.01996073677726,390.2202765222397
29.041561201050875,394.8075381426662
31.18878417018987,399.3208139704596
33.46993680786886,403.7637996351931
35.894385401254524,408.1378841785211
38.46468637233809,412.4293389045491
41.18316775538362,416.6236953225117
44.06032758780085,420.717205182435
47.09015509128571,424.6811971464157
50.29215722219832,428.51933050856553
53.64707172336578,432.23625839853287
56.96516505305468,435.96590772783014
60.21122905748747,439.7715156117222
63.22521882839203,443.75390535879137
66.26901072926522,447.6507085447312
69.8830045716256,451.1273207976303
73.57790681419756,454.496555570057
77.31130079204718,457.8019646967493
81.09325610240113,461.0817150115427
84.89323994895105,464.3230671217718
88.72942010454193,467.5486332648398
92.57480812208443,470.7391668317988
96.44129849602197,473.90568743529275
100.3276666970064,477.04606229021385
104.24951439296822,480.169345339988
108.17778439569706,483.246319091559
112.14640366416745,486.29316122202647
116.15015482157098,489.2872230597487
120.21445148190728,492.2114511485591
124.33943949891749,495.0209300909237
128.5329249356623,497.7538884831431
132.75880562802402,500.41657748293125
137.01541373021445,503.02204028575187
141.32552731170784,505.5889724087408
145.63869507648576,508.08647202717617
150.01174247378017,510.53981641261566
154.39973233667666,512.9059283493712
158.86899479990265,515.1805079188543
163.3442097735554,517.3810418800041
167.8307075992364,519.595456571682
172.32126578841917,521.8213021554285
176.78430718994142,524.0467956237793
181.24167171382905,526.3053523983955
185.7576754390597,527.4509703316688
183.9809788127141,522.8691101732477
181.35629060953937,518.5980819950113
178.6327054583558,514.4234058987049
176.03267184090615,510.13346283233165
173.65433000914535,505.75377136138076
171.46615065407755,501.2418847721815
169.49340370938958,496.65812826560165
167.7227887652694,491.9747262031759
166.17372376617226,487.2359974583338
164.84433175793617,482.41581684058553
163.75195209821985,477.52736849535734
162.92157959385355,472.60604891893007
162.37418202952267,467.6236356672746
162.15149900318357,462.6318574039151
162.30155491865287,457.64434060843917
162.89416429206165,452.68131310265767
164.02355568274857,447.8097552381307
165.9046007122789,443.1953900407245
168.69884914984382,439.04726359041337
172.1786766529053,435.46007440815407
176.1503844461441,432.431140054226
180.465629135282,429.9331308028715
185.04598242473602,427.92124295473093
189.80354825883873,426.37666516316517
194.68244652957432,425.2788095928816
199.6426433111336,424.6139805653552
204.62358862122335,424.3765638701981
209.62028066349032,424.5626494193077
214.58386055965514,425.17474866802024
219.48717066900434,426.1560303649381
224.3032086188216,427.4532694828166
229.04094448838222,429.06555753748904
233.6675431430418,430.9732116884272
238.16469007398697,433.15203673395075
242.54127177524566,435.5862851920128
246.7779558840983,438.2420379986408
250.8683362383356,441.08791624094044
254.845832811923,444.12159332630495
258.7019875994255,447.31288397232055
262.44108382343427,450.6408390748362
266.0665687125791,454.0847569079725
269.58112134359965,457.62422373053715
273.0258208182554,461.25809428696175
276.4260145156831,464.9180463638818
279.7815955848545,468.6222925045668
283.06397467469236,472.3864027983731
286.24297779406606,476.2540249730097
289.24120476055145,480.26230170482404
291.94074164617064,484.4599458730742
294.21386775884963,488.91245035975624
296.12110352623466,493.5229821934104
299.6370970065445,492.82586913860587
301.8851844209179,488.3667227584884
303.85120662522877,483.7678519033464
305.76362798508256,479.1507474693507
307.90874567722403,474.63315628087406
310.3385488515168,470.2678197092721
313.07197774800767,466.0708728198542
316.1017145413475,462.1055509222664
319.45501369689146,458.39402521064596
323.130017943494,455.0058449015468
327.1310082082351,452.00998093790105
331.44689862222225,449.4948736497313
336.04832718226595,447.5615175437685
340.8978571292358,446.3124561715219
345.8654939793423,445.85157288028296
350.82667387194465,446.31548064771886
355.64814938373956,447.64765472339195
360.2498712237663,449.5855031877883
364.64872741430196,451.96762892384663
368.8537076840401,454.6856200781465
372.87197546594314,457.66308002761906
376.72104515178074,460.85414372937475
380.4065150449281,464.22004703626004
383.94702395474803,467.74611062859384
387.3451480203271,471.4123026254251
390.60472248811277,475.20623172898684
393.72155558741247,479.11106770445735
396.7000089082494,483.12476095302867
399.5431726574199,487.2496866312713
402.23029255531094,491.45628875932243
404.77009725819187,495.76273012146
407.1537215810418,500.1659644713476
409.35858106079104,504.6387538066195
411.39041497359426,509.2159232306527
413.2299989461899,513.8709351282121
415.0158706576377,518.5273121413439
416.8193455515653,523.2021300130338
418.62526032395664,527.8694787436277
420.3023734765556,532.5721575147865
421.89545626425183,537.3220114387963
423.42835025359136,542.0684023040179
424.9177694316953,546.8396567482799
426.35702974114474,551.6276794196714
427.8611458950853,556.4089622017976
429.6863673419431,561.0410132730212
432.7593285450936,560.9501562408209
433.96717187499996,556.11949609375
434.8223557839737,551.1937483671742
435.94317041069326,546.3180707920728
437.3903427227521,541.5316686007149
438.9661825603182,536.7937988161063
440.6255017745102,532.0807876509654
442.34976084389837,527.3853805179876
444.12878727350716,522.710968252341
445.9609449167273,518.0569716229109
447.8466785541689,513.433488560074
449.80747182963046,508.8219652914032
451.85737550056064,504.2676350889477
454.0881768602952,499.79355167857557
456.8634501450434,495.63566208568216
459.570711051546,491.44788556322453
462.1581000873447,487.17257007288936
464.6964037192083,482.85878067377473
467.53796166977384,478.74450733549594
470.6661052659154,474.83261187201737
473.99383586076084,471.11286869066566
477.50279402612244,467.54572246793003
481.1566277129896,464.1406744268652
484.95599514829655,460.89007078106806
488.8965240412778,457.8096973121895
492.9806154786273,454.9294162407673
497.23803632694575,452.29107978926686
501.67528415297846,450.0068244018512
506.3618132893983,448.2640132161863
511.17747401435673,446.93292309346793
516.1151362603903,446.24139752459524
521.085175508475,446.69719633890315
525.9456340116773,447.9078272330144
530.5863942677771,449.72114899997604
534.9243575126678,452.1998126976639
538.932559231166,455.18575725033253
542.6139806410074,458.55929599106315
545.9957768500128,462.2488031113602
549.0799500568103,466.1787267685861
551.8879779141862,470.3122919709776
554.4320320071256,474.61785874992876
556.7230722502882,479.07586224255084
558.7514922621908,483.63248762835354
560.5342854852677,488.2963781862259
562.1738577548266,493.02834933432933
564.1651290255487,494.6524189637005
566.8431282958984,490.41236926269534
569.550541851667,486.2227512698867
572.3619016038546,482.0849978836464
575.2597015398161,478.0036723890471
578.2297329101561,473.98581958007816
581.2719782303739,470.0262017368684
584.3971334354027,466.11381697268644
587.5933692516106,462.27379627012556
590.8766038035799,458.50715406518214
